EmployeeKey,EmployeeNumber,DepartmentKey,JobRoleKey,EducationFieldKey,BusinessTravelKey,GenderKey,MaritalStatusKey,Age,DistanceFromHome,JobLevel,JobInvolvement,OverTime,NumCompaniesWorked,StockOptionLevel,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,PerformanceRating,WorkLifeBalance,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Education,EducationLevel,AgeGroup,SalaryBand,TensureGroup,Job Satisfaction Level
893,1248,2,7,4,1,1,3,19,10,1,2,Yes,1,0,504,96,6148,1859,25,1,2,2,4,4,1,2,1,1,0,0,Yes,3,Bachelor,18-25,Low Salary,New Employee,Medium
1098,1551,2,3,6,3,2,1,24,21,1,2,No,0,3,350,57,10036,2296,14,3,1,2,3,3,2,3,1,1,0,0,No,2,College,18-25,Low Salary,New Employee,Low
1137,1604,2,3,4,3,2,2,28,24,1,3,Yes,1,3,329,51,7324,2408,17,3,2,3,3,3,1,3,1,1,0,0,Yes,3,Bachelor,26-35,Low Salary,New Employee,Medium
1416,1994,2,3,4,1,2,1,33,1,1,2,No,1,3,1313,59,20439,2008,12,2,3,3,3,2,1,2,1,1,0,0,No,2,College,26-35,Low Salary,New Employee,High
3,4,2,3,5,3,2,3,37,2,1,2,Yes,6,0,1373,92,2396,2090,15,4,3,2,3,3,7,3,0,0,0,0,Yes,2,College,36-45,Low Salary,New Employee,High
24,30,2,7,2,3,2,3,21,15,1,3,No,1,0,391,96,19281,1232,14,3,4,4,3,3,0,6,0,0,0,0,No,2,College,18-25,Low Salary,New Employee,Very High
55,72,3,8,3,3,1,2,26,23,2,2,Yes,7,1,1443,47,21436,4157,19,3,4,3,3,2,5,2,2,2,0,0,No,3,Bachelor,26-35,Meduim Salary,New Employee,Very High
78,101,2,6,5,3,2,2,45,6,3,3,Yes,4,0,193,52,15067,13245,14,4,1,2,3,4,17,3,0,0,0,0,No,4,Master,36-45,High Salary,New Employee,Low
87,113,3,9,6,3,2,1,23,2,1,3,No,3,1,541,62,9518,2322,13,3,1,3,3,3,3,3,0,0,0,0,No,1,Below College,18-25,Low Salary,New Employee,Low
110,144,2,3,4,3,1,3,22,15,1,3,No,1,0,534,59,23785,2871,15,2,4,3,3,3,1,5,0,0,0,0,No,3,Bachelor,18-25,Low Salary,New Employee,Very High
128,167,3,9,3,3,2,3,19,22,1,3,Yes,1,0,528,50,26820,1675,19,4,3,4,3,2,0,2,0,0,0,0,Yes,1,Below College,18-25,Low Salary,New Employee,High
172,235,3,9,6,2,1,3,19,1,1,1,No,0,0,602,100,20989,2325,21,3,1,1,4,4,1,5,0,0,0,0,Yes,1,Below College,18-25,Low Salary,New Employee,Low
265,364,2,3,2,3,2,3,28,2,1,3,No,2,0,529,79,14935,3485,11,1,3,3,3,1,5,5,0,0,0,0,Yes,4,Master,26-35,Meduim Salary,New Employee,High
266,366,3,8,4,3,2,2,29,2,2,2,No,2,2,1210,78,3687,6644,19,1,2,2,3,3,10,2,0,0,0,0,No,3,Bachelor,26-35,Meduim Salary,New Employee,Medium
297,405,2,3,2,3,2,3,18,3,1,3,No,1,0,230,54,25233,1420,13,3,3,3,3,3,0,2,0,0,0,0,Yes,3,Bachelor,18-25,Low Salary,New Employee,High
302,411,3,9,4,3,1,3,18,10,1,2,No,1,0,812,69,9724,1200,12,4,3,1,3,3,0,2,0,0,0,0,No,3,Bachelor,18-25,Low Salary,New Employee,High
331,448,2,3,2,2,1,1,43,10,2,2,No,1,1,559,82,6227,5257,11,3,3,2,3,4,9,3,9,7,0,0,No,4,Master,36-45,Meduim Salary,Experienced,High
348,467,3,9,4,2,2,3,47,4,2,3,No,3,0,1309,99,25751,2976,19,2,3,1,3,3,5,3,0,0,0,0,No,1,Below College,46-55,Low Salary,New Employee,High
353,473,3,4,4,3,1,2,48,29,3,3,No,3,1,530,91,23978,12504,21,1,3,2,4,1,15,3,0,0,0,0,No,1,Below College,46-55,High Salary,New Employee,High
376,499,2,1,5,3,2,3,49,7,3,2,No,8,0,1261,31,12066,10965,24,2,3,3,4,3,26,2,5,2,0,0,No,3,Bachelor,46-55,High Salary,Early Career,High
439,586,2,1,2,3,2,2,35,16,3,3,Yes,4,0,1276,72,14295,7632,12,4,3,3,3,3,10,2,8,7,0,0,No,3,Bachelor,26-35,High Salary,Experienced,High
458,614,3,9,3,2,2,3,18,5,1,3,Yes,1,0,1306,69,8059,1878,14,2,2,4,3,3,0,3,0,0,0,0,Yes,3,Bachelor,18-25,Low Salary,New Employee,Medium
461,618,3,8,4,3,2,1,26,29,2,3,No,5,2,775,45,4267,4306,12,1,3,1,3,3,8,5,0,0,0,0,No,2,College,26-35,Meduim Salary,New Employee,High
491,662,2,7,2,3,1,3,38,1,1,3,No,3,0,362,43,14561,2619,17,3,1,4,3,2,8,3,0,0,0,0,No,1,Below College,36-45,Low Salary,New Employee,Low
561,775,2,5,2,3,1,1,34,8,2,3,No,3,1,167,32,4187,5121,14,2,1,3,3,3,7,3,0,0,0,0,No,5,Doctor,26-35,Meduim Salary,New Employee,Low
586,811,2,3,2,3,2,2,23,6,1,4,Yes,1,2,1243,63,3445,1601,21,3,1,3,4,3,1,2,0,0,0,0,Yes,3,Bachelor,18-25,Low Salary,New Employee,Low
603,833,2,5,4,3,1,3,30,2,2,2,Yes,5,0,946,52,20234,6877,24,3,4,2,4,2,12,4,0,0,0,0,No,3,Bachelor,26-35,Meduim Salary,New Employee,Very High
616,850,2,7,4,1,2,2,27,3,1,3,No,1,3,443,50,16571,1706,11,4,4,3,3,2,0,6,0,0,0,0,No,3,Bachelor,26-35,Low Salary,New Employee,Very High
628,867,2,5,4,2,1,2,52,25,4,2,No,3,0,890,81,19028,13826,22,3,4,3,4,3,31,3,9,8,0,0,No,4,Master,46-55,High Salary,Experienced,Very High
649,900,3,9,4,2,1,2,37,21,1,3,No,5,1,1231,54,21222,2973,15,3,4,2,3,3,10,3,5,4,0,0,No,2,College,36-45,Low Salary,Early Career,Very High
679,945,2,7,4,3,2,2,48,20,1,3,No,4,2,1469,51,5543,2259,17,4,3,1,3,2,13,2,0,0,0,0,No,4,Master,46-55,Low Salary,New Employee,High
680,947,3,8,3,1,1,2,31,20,2,3,No,1,1,1188,45,24406,6932,13,4,3,4,3,2,9,2,9,8,0,0,No,2,College,26-35,Meduim Salary,Experienced,High
712,994,2,7,2,3,1,3,29,10,1,2,Yes,6,0,906,92,11479,2404,20,4,1,3,4,3,3,5,0,0,0,0,Yes,3,Bachelor,26-35,Low Salary,New Employee,Low
728,1012,2,7,2,1,2,3,18,5,1,3,No,1,0,287,73,13493,1051,15,2,4,4,3,3,0,2,0,0,0,0,No,2,College,18-25,Low Salary,New Employee,Very High
802,1113,3,8,5,2,2,3,50,1,2,3,Yes,3,0,959,81,17251,4728,14,4,3,4,3,3,5,4,0,0,0,0,Yes,4,Master,46-55,Meduim Salary,New Employee,High
804,1115,2,7,2,1,2,2,34,3,1,2,No,3,3,697,40,22478,2979,17,3,4,4,3,3,6,2,0,0,0,0,No,4,Master,26-35,Low Salary,New Employee,Very High
829,1156,2,3,4,1,2,3,18,8,1,3,No,1,0,247,80,13556,1904,12,3,3,4,3,3,0,0,0,0,0,0,Yes,1,Below College,18-25,Low Salary,New Employee,High
861,1203,2,7,2,2,2,2,22,3,1,2,Yes,0,1,1256,48,4223,2853,11,3,4,2,3,3,1,5,0,0,0,0,Yes,4,Master,18-25,Low Salary,New Employee,Very High
863,1206,2,7,2,1,2,3,44,17,1,1,No,2,0,111,74,4279,2290,13,4,3,4,3,3,6,3,0,0,0,0,No,3,Bachelor,36-45,Low Salary,New Employee,High
867,1212,3,8,4,2,2,2,40,2,2,3,No,5,3,1184,62,25440,4327,12,2,2,4,3,3,5,2,0,0,0,0,No,4,Master,36-45,Meduim Salary,New Employee,Medium
937,1306,2,4,4,2,1,3,45,25,5,3,No,3,0,364,83,13035,18061,22,2,2,3,4,3,22,4,0,0,0,0,No,3,Bachelor,36-45,Very High Salary,New Employee,Medium
958,1340,2,7,2,1,2,1,40,16,1,3,No,9,1,458,74,8532,3544,16,3,3,2,3,3,6,0,4,2,0,0,No,2,College,36-45,Meduim Salary,Early Career,High
973,1368,2,3,2,1,1,3,18,1,1,3,No,1,0,1124,97,19305,1611,15,4,4,3,3,4,0,5,0,0,0,0,No,3,Bachelor,18-25,Low Salary,New Employee,Very High
974,1369,2,3,4,3,1,2,35,1,2,2,No,0,1,817,60,10846,5363,12,4,4,2,3,3,10,0,9,7,0,0,No,3,Bachelor,26-35,Meduim Salary,Experienced,Very High
975,1371,3,8,2,2,2,3,27,2,2,1,No,3,0,793,43,20392,5071,20,4,4,2,4,3,8,3,6,2,0,0,No,1,Below College,26-35,Meduim Salary,Experienced,Very High
978,1374,2,7,6,1,1,1,34,26,1,2,No,1,3,999,92,15891,2029,20,1,3,3,4,3,5,2,5,4,0,0,No,1,Below College,26-35,Low Salary,Early Career,High
1011,1424,2,6,4,3,2,1,55,1,4,4,No,2,2,1136,81,12414,14732,13,2,4,4,3,4,31,4,7,7,0,0,No,4,Master,46-55,High Salary,Experienced,Very High
1058,1487,3,8,6,2,1,3,29,13,2,3,No,5,0,115,51,17485,5765,11,1,2,1,3,1,7,4,5,3,0,0,Yes,3,Bachelor,26-35,Meduim Salary,Early Career,Medium
1061,1494,2,3,4,2,2,3,24,9,1,3,Yes,2,0,381,89,16998,3172,11,2,1,3,3,2,4,2,0,0,0,0,Yes,3,Bachelor,18-25,Meduim Salary,New Employee,Low
1069,1504,2,3,4,2,2,3,28,2,1,2,No,7,0,289,38,5355,2561,11,3,1,3,3,2,8,2,0,0,0,0,Yes,2,College,26-35,Low Salary,New Employee,Low
1075,1515,2,1,2,3,2,3,33,8,2,3,Yes,2,0,516,69,22049,6388,17,4,3,1,3,3,14,6,0,0,0,0,No,5,Doctor,26-35,Meduim Salary,New Employee,High
1076,1516,2,4,4,3,2,3,32,10,3,3,No,2,0,495,64,21072,11244,25,3,4,2,4,4,10,5,5,2,0,0,No,3,Bachelor,26-35,High Salary,Early Career,Very High
1152,1622,2,5,4,3,1,1,28,27,2,1,No,0,1,580,39,20460,4877,21,2,1,2,4,2,6,5,5,3,0,0,No,3,Bachelor,26-35,Meduim Salary,Early Career,Low
1154,1624,3,9,4,2,1,3,18,3,1,3,Yes,1,0,544,70,18420,1569,12,2,4,3,3,4,0,2,0,0,0,0,Yes,2,College,18-25,Low Salary,New Employee,Very High
1196,1677,2,4,2,3,2,3,49,1,4,3,No,4,0,809,36,22384,15379,14,3,3,1,3,3,23,2,8,7,0,0,No,3,Bachelor,46-55,Very High Salary,Experienced,High
1203,1687,2,3,4,3,1,2,38,4,1,3,No,7,1,1495,87,26176,3306,19,4,3,4,3,2,7,5,0,0,0,0,No,2,College,36-45,Meduim Salary,New Employee,High
1238,1734,3,8,2,3,2,3,32,1,2,1,No,6,0,964,34,12147,6735,15,1,2,2,3,3,10,2,0,0,0,0,Yes,2,College,26-35,Meduim Salary,New Employee,Medium
1256,1758,3,8,2,3,1,3,33,16,3,3,Yes,2,0,211,74,10092,8564,20,1,1,3,4,2,11,2,0,0,0,0,Yes,3,Bachelor,26-35,High Salary,New Employee,Low
1288,1803,2,1,4,3,2,2,42,13,2,4,No,5,2,1128,95,5696,5538,18,2,1,3,3,2,10,2,0,0,0,0,No,3,Bachelor,36-45,Meduim Salary,New Employee,Low
1312,1839,2,7,4,1,1,3,18,14,1,3,No,1,0,1431,33,8018,1514,16,2,3,3,3,1,0,4,0,0,0,0,No,3,Bachelor,18-25,Low Salary,New Employee,High
1320,1853,3,8,3,2,2,3,32,10,2,3,No,8,0,1318,79,26075,4648,13,4,4,3,3,4,4,2,0,0,0,0,No,4,Master,26-35,Meduim Salary,New Employee,Very High
1326,1860,2,3,2,3,2,3,42,8,1,3,No,4,0,1142,81,13624,3968,13,4,3,4,3,3,8,3,0,0,0,0,No,3,Bachelor,36-45,Meduim Salary,New Employee,High
1372,1935,3,8,3,3,1,2,56,11,2,2,No,4,1,1443,89,20328,5380,16,4,1,3,3,3,6,3,0,0,0,0,No,5,Doctor,56+,Meduim Salary,New Employee,Low
1379,1943,3,8,3,3,2,1,42,12,2,3,Yes,3,2,419,77,2900,5087,12,2,4,3,3,3,14,4,0,0,0,0,No,4,Master,36-45,Meduim Salary,New Employee,Very High
1435,2019,3,9,2,1,2,1,52,29,1,3,No,2,2,585,40,19788,3482,15,1,4,2,3,2,16,3,9,8,0,0,No,4,Master,46-55,Meduim Salary,Experienced,Very High
1454,2045,3,8,3,3,1,2,36,11,2,2,No,4,1,1120,100,14369,6652,13,2,4,1,3,2,8,2,6,3,0,0,No,4,Master,36-45,Meduim Salary,Experienced,Very High
1465,2060,3,9,5,3,1,3,26,5,1,2,No,0,0,1167,30,21378,2966,18,4,3,4,3,3,5,2,4,2,0,0,No,3,Bachelor,26-35,Low Salary,Early Career,High
49,62,3,8,3,2,2,3,46,5,2,3,Yes,4,0,1211,98,20445,5772,21,1,4,3,4,3,14,4,9,6,0,8,No,4,Master,46-55,Meduim Salary,Experienced,Very High
67,85,2,5,2,2,2,3,36,11,2,2,No,1,0,1195,95,22656,6499,13,2,2,3,3,3,6,3,6,5,0,3,No,3,Bachelor,36-45,Meduim Salary,Experienced,Medium
98,129,3,8,4,1,2,2,28,4,2,3,No,1,0,120,43,8863,4221,15,2,3,2,3,4,5,3,5,4,0,4,No,3,Bachelor,26-35,Meduim Salary,Early Career,High
107,141,2,6,2,2,1,2,50,1,5,3,Yes,3,0,1115,73,9755,18172,19,1,2,1,3,2,28,1,8,3,0,7,No,3,Bachelor,46-55,Very High Salary,Experienced,Medium
112,147,2,3,2,2,2,3,34,7,2,1,Yes,1,0,658,66,22887,6074,24,1,3,4,4,3,9,3,9,7,0,6,Yes,3,Bachelor,26-35,Meduim Salary,Experienced,High
121,159,2,7,2,2,2,1,30,23,1,1,No,1,3,1312,96,22310,2613,25,1,3,3,4,2,10,2,10,7,0,9,No,3,Bachelor,26-35,Low Salary,Experienced,High
122,160,3,8,3,1,2,2,33,22,2,3,No,0,1,750,95,15480,6146,13,3,2,1,3,4,8,2,7,7,0,7,No,2,College,26-35,Meduim Salary,Experienced,Medium
145,195,3,8,4,2,2,1,32,9,2,1,No,0,3,689,35,22812,4668,17,4,4,4,3,4,9,2,8,7,0,7,No,2,College,26-35,Meduim Salary,Experienced,Very High
156,208,2,5,6,1,2,2,29,1,2,3,No,1,1,1496,41,26283,4319,13,4,3,1,3,3,10,1,10,7,0,9,No,1,Below College,26-35,Meduim Salary,Experienced,High
165,224,2,7,4,1,2,1,27,3,1,2,Yes,1,1,1450,79,25326,2566,15,3,3,4,3,2,1,2,1,1,0,1,No,3,Bachelor,26-35,Low Salary,New Employee,High
198,270,2,5,4,1,1,1,42,21,2,3,No,2,1,926,36,16439,5265,16,3,3,2,3,3,11,5,5,3,0,2,No,2,College,36-45,Meduim Salary,Early Career,High
213,293,3,8,2,2,1,3,27,20,2,3,No,1,0,1242,90,12916,9981,14,4,3,4,3,3,7,2,7,7,0,7,No,3,Bachelor,26-35,High Salary,Experienced,High
217,299,3,8,3,2,1,3,30,26,2,2,No,5,0,334,52,22967,6696,15,3,1,3,3,2,9,5,6,3,0,1,Yes,4,Master,26-35,Meduim Salary,Experienced,Low
223,306,2,6,5,2,2,1,37,11,3,3,Yes,1,3,663,47,10056,12185,14,2,4,3,3,3,10,1,10,8,0,7,No,3,Bachelor,36-45,High Salary,Experienced,Very High
229,314,3,8,3,2,1,3,35,1,3,3,No,1,0,944,92,9096,8789,14,3,3,1,3,4,10,3,10,7,0,8,No,3,Bachelor,26-35,High Salary,Experienced,High
261,359,2,3,2,2,2,2,32,7,1,4,No,1,0,1311,100,26062,2794,20,2,2,3,4,1,5,3,5,1,0,3,No,3,Bachelor,26-35,Low Salary,Early Career,Medium
283,388,3,8,2,2,2,3,29,2,2,3,No,1,0,442,44,20260,4554,18,2,4,1,3,2,10,3,10,7,0,9,No,2,College,26-35,Meduim Salary,Experienced,Very High
306,419,2,3,2,1,1,2,36,24,2,3,No,7,1,1105,47,6927,5674,15,2,2,3,3,3,11,3,9,8,0,8,No,4,Master,36-45,Meduim Salary,Experienced,Medium
329,446,3,8,3,2,2,3,33,10,2,2,No,3,0,508,46,4317,4682,14,2,4,3,3,2,9,6,7,7,0,1,No,3,Bachelor,26-35,Meduim Salary,Experienced,Very High
333,450,2,7,2,2,1,3,54,20,2,3,No,3,0,928,31,16885,4869,12,4,3,4,3,2,20,4,4,3,0,3,No,4,Master,46-55,Meduim Salary,Early Career,High
350,469,3,8,2,1,2,2,29,2,2,3,No,1,1,746,61,16928,4649,14,4,3,1,3,2,4,3,4,3,0,2,No,3,Bachelor,26-35,Meduim Salary,Early Career,High
383,510,2,7,6,2,2,3,26,3,1,3,No,0,0,575,73,6582,3102,22,3,1,3,4,3,7,2,6,4,0,4,Yes,1,Below College,26-35,Meduim Salary,Experienced,Low
410,547,2,7,2,2,1,1,42,29,2,3,No,2,1,532,92,12932,4556,11,1,3,2,3,3,19,3,5,4,0,2,No,2,College,36-45,Meduim Salary,Early Career,High
414,551,2,1,6,2,1,2,42,28,2,2,No,0,3,1368,88,4386,4523,11,4,4,4,3,4,7,4,6,5,0,4,No,4,Master,36-45,Meduim Salary,Experienced,Very High
450,602,2,3,2,2,1,2,39,8,1,3,No,1,1,443,48,17872,3755,11,3,3,1,3,3,8,3,8,3,0,7,No,1,Below College,36-45,Meduim Salary,Experienced,High
459,615,3,8,5,1,2,1,40,28,3,1,No,3,1,1094,58,11373,10932,15,3,1,3,3,3,20,2,1,0,0,1,No,3,Bachelor,36-45,High Salary,New Employee,Low
460,616,2,1,5,1,1,3,41,2,2,2,Yes,2,0,509,62,2112,6811,17,1,3,1,3,3,10,3,8,7,0,7,No,4,Master,36-45,Meduim Salary,Experienced,High
522,714,3,8,4,2,1,1,27,3,2,4,Yes,1,2,1410,71,16673,4647,20,4,4,2,4,3,6,3,6,5,0,4,No,1,Below College,26-35,Meduim Salary,Experienced,Very High
542,742,2,6,2,1,1,2,36,8,3,4,No,9,1,427,63,20335,11713,14,1,1,1,3,3,10,2,8,7,0,5,No,3,Bachelor,36-45,High Salary,Experienced,Low
570,789,3,8,2,1,2,3,36,8,3,2,No,1,0,1434,76,14229,7587,15,1,1,2,3,3,10,1,10,7,0,9,No,4,Master,36-45,High Salary,Experienced,Low
624,861,2,7,2,2,2,1,30,5,1,2,No,9,1,1012,75,2373,3761,12,2,4,2,3,2,10,3,5,4,0,3,No,4,Master,26-35,Meduim Salary,Early Career,Very High
638,882,2,3,2,1,2,1,32,1,1,3,No,0,1,300,61,9148,2314,12,4,4,2,3,3,4,2,3,0,0,2,No,3,Bachelor,26-35,Low Salary,Early Career,Very High
653,904,3,8,4,1,2,3,37,19,3,3,Yes,1,0,1252,32,4814,7642,13,1,2,4,3,3,10,2,10,0,0,9,No,2,College,36-45,High Salary,Experienced,Medium
683,951,2,3,2,1,1,2,32,1,1,2,No,6,0,1184,70,3974,2332,20,3,2,3,4,3,5,3,3,0,0,2,No,3,Bachelor,26-35,Low Salary,Early Career,Medium
686,956,3,8,4,2,2,3,26,1,2,2,No,1,0,1283,52,11148,4294,12,3,1,2,3,3,7,2,7,7,0,7,No,3,Bachelor,26-35,Meduim Salary,Experienced,Low
697,972,2,3,2,1,2,2,45,4,2,3,No,1,0,805,57,23163,4447,12,3,2,2,3,2,9,5,9,7,0,8,No,2,College,36-45,Meduim Salary,Experienced,Medium
698,974,3,9,6,2,1,2,29,20,1,3,No,1,1,1404,84,18203,2157,15,3,4,2,3,3,3,5,3,1,0,2,No,3,Bachelor,26-35,Low Salary,Early Career,Very High
709,990,3,8,6,1,2,1,36,8,2,3,No,4,2,1229,84,25952,5079,13,1,4,4,3,3,12,3,7,7,0,7,No,4,Master,36-45,Meduim Salary,Experienced,Very High
717,999,2,6,4,2,2,1,41,9,5,3,No,2,1,840,64,3735,19419,17,1,3,2,3,4,21,2,18,16,0,11,No,3,Bachelor,36-45,Very High Salary,Long-Term,High
719,1002,2,3,2,1,2,2,45,23,2,3,Yes,1,1,248,42,14039,3633,15,4,1,3,3,3,9,2,9,8,0,8,No,2,College,36-45,Meduim Salary,Experienced,Low
723,1006,2,7,4,2,2,2,38,10,1,3,No,0,1,1391,66,12127,2684,17,3,3,2,3,2,3,0,2,1,0,2,No,1,Below College,36-45,Low Salary,New Employee,High
727,1011,2,5,2,2,1,2,31,1,2,3,No,1,1,853,96,11275,4148,12,3,1,3,3,3,4,1,4,3,0,3,No,1,Below College,26-35,Meduim Salary,Early Career,Low
752,1040,3,8,2,1,1,2,50,1,2,3,No,0,1,145,95,24920,6347,12,4,3,1,3,3,19,3,18,7,0,13,No,3,Bachelor,46-55,Meduim Salary,Long-Term,High
773,1071,2,7,4,2,1,2,56,9,1,3,No,2,1,1240,63,12154,2942,19,1,3,2,3,3,18,4,5,4,0,3,No,3,Bachelor,56+,Low Salary,Early Career,High
813,1126,2,5,2,2,1,2,43,27,3,3,No,8,1,1082,83,11535,10820,11,3,1,3,3,3,18,1,8,7,0,1,No,3,Bachelor,36-45,High Salary,Experienced,Low
817,1132,2,3,2,1,2,3,39,9,2,3,No,9,0,439,70,8770,6782,15,3,2,3,3,2,9,2,5,4,0,3,No,3,Bachelor,36-45,Meduim Salary,Early Career,Medium
818,1133,2,5,2,1,2,3,36,18,2,3,No,2,0,217,78,23238,7779,20,1,4,1,4,3,18,0,11,9,0,9,No,4,Master,36-45,High Salary,Long-Term,Very High
828,1154,2,7,2,2,2,1,28,6,1,2,Yes,1,1,773,39,22088,2703,14,3,3,4,3,3,3,2,3,1,0,2,No,3,Bachelor,26-35,Low Salary,Early Career,High
873,1220,3,8,4,2,1,2,33,25,2,3,No,1,1,1146,82,4905,4539,12,2,3,1,3,2,10,3,10,7,0,1,No,3,Bachelor,26-35,Meduim Salary,Experienced,High
879,1231,1,2,4,1,2,2,42,2,2,4,No,7,1,179,79,12858,6272,16,4,1,1,3,4,10,3,4,3,0,3,No,5,Doctor,36-45,Meduim Salary,Early Career,Low
882,1235,2,7,2,2,1,3,32,2,2,3,Yes,4,0,1316,38,2338,4998,14,4,3,4,3,3,10,2,8,7,0,7,No,2,College,26-35,Meduim Salary,Experienced,High
901,1257,2,7,6,2,2,2,36,3,1,3,No,1,0,469,46,9256,3692,12,3,2,3,3,2,12,2,11,10,0,7,No,3,Bachelor,36-45,Meduim Salary,Long-Term,Medium
993,1397,2,1,2,1,2,2,39,25,3,3,No,3,1,1485,71,3449,10920,21,3,3,2,4,3,13,2,6,4,0,5,No,2,College,36-45,High Salary,Experienced,High
995,1401,2,5,4,2,1,2,52,28,4,4,Yes,2,1,322,59,9731,13247,11,4,3,2,3,2,24,3,5,3,0,2,No,2,College,46-55,High Salary,Early Career,High
1030,1449,2,3,5,1,2,1,40,9,2,3,No,3,2,663,81,23099,3975,11,3,3,3,3,4,11,2,8,7,0,7,No,4,Master,36-45,Meduim Salary,Experienced,High
1048,1477,3,8,4,2,2,2,33,7,2,3,No,0,2,430,54,17456,4373,14,4,1,1,3,3,5,2,4,3,0,3,No,3,Bachelor,26-35,Meduim Salary,Early Career,Low
1166,1642,1,2,1,2,2,2,44,1,2,3,Yes,4,0,602,37,10503,5743,11,1,4,3,3,3,14,3,10,7,0,2,No,5,Doctor,36-45,Meduim Salary,Experienced,Very High
1175,1653,2,5,2,2,2,1,25,2,2,4,No,1,2,772,77,4973,5206,17,4,3,3,3,3,7,6,7,7,0,7,No,1,Below College,18-25,Meduim Salary,Experienced,High
1245,1745,2,7,6,2,1,3,30,2,1,2,No,0,0,1312,78,26427,4968,16,4,1,4,3,3,10,2,9,7,0,7,No,4,Master,26-35,Meduim Salary,Experienced,Low
1257,1760,2,3,4,2,1,2,38,2,1,2,No,4,1,594,75,15963,2468,14,3,2,2,3,2,9,4,6,1,0,5,No,2,College,36-45,Low Salary,Experienced,Medium
1261,1764,2,7,6,1,2,3,32,5,1,3,No,2,0,953,65,17674,2718,14,2,2,2,3,3,12,3,7,7,0,7,No,4,Master,26-35,Low Salary,Experienced,Medium
1268,1774,3,8,2,1,2,1,34,10,2,3,Yes,1,1,1375,87,12313,4001,14,4,3,3,3,3,15,3,15,14,0,7,No,3,Bachelor,26-35,Meduim Salary,Long-Term,High
1291,1807,2,3,2,2,2,2,34,9,2,3,No,4,1,234,93,6208,5346,17,4,1,3,3,2,11,3,7,1,0,7,Yes,4,Master,26-35,Meduim Salary,Experienced,Low
1318,1850,2,3,2,2,1,3,27,5,1,3,Yes,0,0,1297,53,19826,2379,14,4,4,3,3,2,6,3,5,4,0,2,No,2,College,26-35,Low Salary,Early Career,Very High
1348,1890,1,2,1,2,2,3,36,2,2,2,No,1,0,1213,94,4223,3886,21,2,4,4,4,2,10,2,10,1,0,8,No,1,Below College,36-45,Meduim Salary,Experienced,Very High
1365,1927,3,8,2,2,2,2,28,1,2,2,Yes,1,1,783,42,19255,6834,12,3,4,3,3,3,7,2,7,7,0,7,No,2,College,26-35,Meduim Salary,Experienced,Very High
1374,1937,2,7,4,2,1,1,38,8,2,2,Yes,1,1,1394,58,18115,2133,16,4,2,3,3,3,20,3,20,11,0,7,No,3,Bachelor,36-45,Low Salary,Long-Term,Medium
1376,1939,2,7,2,2,1,3,32,5,1,4,Yes,3,0,238,47,15318,2432,14,1,3,1,3,3,8,2,4,1,0,3,Yes,2,College,26-35,Low Salary,Early Career,High
1384,1949,2,3,2,1,2,2,36,9,1,4,No,1,0,1351,66,9238,2810,22,1,2,2,4,3,5,3,5,4,0,2,No,4,Master,36-45,Low Salary,Early Career,Medium
1396,1967,3,8,3,2,2,2,31,26,2,3,Yes,1,0,754,63,21075,5617,11,1,4,3,3,3,10,4,10,7,0,8,Yes,4,Master,26-35,Meduim Salary,Experienced,Very High
1453,2044,3,8,2,2,2,1,50,1,2,3,No,7,2,878,94,14255,6728,12,2,3,4,3,3,12,3,6,3,0,1,Yes,4,Master,46-55,Meduim Salary,Experienced,High
1469,2065,3,8,4,2,2,2,49,2,2,2,No,2,0,1023,63,13243,5390,14,4,2,4,3,2,17,3,9,6,0,8,No,3,Bachelor,46-55,Meduim Salary,Experienced,Medium
1,1,3,8,2,3,1,3,41,1,2,3,Yes,8,0,1102,94,19479,5993,11,2,4,1,3,1,8,0,6,4,0,5,Yes,2,College,36-45,Meduim Salary,Experienced,Very High
22,27,3,9,2,3,2,3,36,9,1,2,No,7,0,1218,82,6986,3407,23,3,1,2,4,3,10,4,5,3,0,3,Yes,4,Master,36-45,Meduim Salary,Early Career,Low
108,142,3,8,3,3,2,3,25,5,2,2,Yes,1,0,240,46,26959,5744,11,3,3,4,3,3,6,1,6,4,0,3,Yes,3,Bachelor,18-25,Meduim Salary,Experienced,High
134,176,3,8,2,3,2,1,41,9,3,3,Yes,3,1,802,96,21196,8189,13,3,3,3,3,3,12,2,9,7,0,7,No,1,Below College,36-45,High Salary,Experienced,High
152,204,3,8,3,3,2,2,35,1,3,3,No,1,2,662,94,11439,7295,13,3,2,1,3,3,10,3,10,8,0,6,No,5,Doctor,26-35,High Salary,Experienced,Medium
169,230,3,8,2,3,1,3,38,1,2,2,No,4,0,702,59,12930,8686,22,1,4,3,4,4,12,2,8,3,0,7,No,4,Master,36-45,High Salary,Experienced,Very High
175,240,3,8,2,3,1,1,45,4,2,3,Yes,4,1,1268,30,6319,5006,11,3,1,1,3,4,9,3,5,4,0,3,No,2,College,36-45,Meduim Salary,Early Career,Low
